"id","home_type","bed","bath","play_ground","swimming_tank","acre_lot","house_size","city","state_name","zip_code","zip_code_population","listing_date","listing_price","sold_date","actual_sold_price","status"
"LrUxK5ULYO","Land",0,2,"Y","Y",7.277,449,"Elizabeth","New Jersey",7215,26500,"2021-01-21",151506,"2020-10-11",480046,"Pending"
"oNNPq1osi0","Multi Family",3,1,"Y","N",1.717,1892,"Elizabeth","New Jersey",7216,2100,"2020-08-01",191576,"2020-06-22",417650,"Pending"
"4KEm46AUHd","Single Family",1,4,"N","N",6.103,2474,"Elizabeth","New Jersey",7216,2100,"2020-04-24",307241,"2020-12-14",81281,"Sold"
"ZiF1FQ8urG","Single Family",4,3,"Y","N",7.012,734,"Elizabeth","New Jersey",7215,26500,"2020-10-18",122351,"2020-06-15",117641,"Pending"
"OOVgsJcHTs","Single Family",1,2,"Y","Y",0.51,2340,"Atlantic City","New Jersey",8404,8900,"2020-08-01",388472,"2020-05-27",149230,"Pending"
"CqiOPJpWkU","Multi Family",1,4,"Y","N",9.804,2721,"Elizabeth","New Jersey",7208,6890,"2020-02-26",344957,"2021-01-21",426061,"Pending"
"Az4Mx1wx0a","Single Family",1,2,"N","N",4.372,182,"Elizabeth","New Jersey",7208,6890,"2020-11-11",266907,"2020-10-06",469916,"Pending"
"vmpDUmBFzH","Land",2,0,"Y","N",8.214,1267,"Elizabeth","New Jersey",7216,2100,"2020-05-02",165067,"2020-12-22",131751,"Pending"
"GawYtj4Tsi","Single Family",4,3,"N","Y",5.583,1302,"Elizabeth","New Jersey",7208,6890,"2020-05-12",155398,"2020-09-17",382844,"Pending"
"QUNKhDdYlz","Multi Family",0,4,"N","Y",0.133,1896,"Hammonton","New Jersey",8037,23729,"2020-01-05",296690,"2020-06-20",154611,"Sold"
"x3ewtOxZSd","Land",0,3,"N","Y",2.601,2804,"Hudson County","New Jersey",7305,12700,"2020-12-12",24391,"2021-01-07",176070,"Pending"
"RulrQVlo6N","Single Family",5,2,"Y","N",3.097,493,"Elizabeth","New Jersey",7215,26500,"2020-02-28",304206,"2020-10-15",14993,"Pending"
"8x7OtFJUKs","Multi Family",3,3,"Y","N",6.213,566,"Elizabeth","New Jersey",7215,26500,"2020-02-26",352004,"2020-08-09",280650,"Sold"
"vOw72j3nZP","Single Family",1,3,"Y","N",1.49,2638,"Elizabeth","New Jersey",7208,6890,"2020-10-07",231276,"2020-10-03",110073,"Sold"
"o0WgF2FfJl","Single Family",1,2,"Y","Y",3.154,398,"Elizabeth","New Jersey",7216,2100,"2020-03-28",370347,"2020-03-11",496298,"Sold"
"V3kruET44H","Multi Family",3,0,"Y","Y",9.244,1404,"Atlantic City","New Jersey",8402,6500,"2020-09-26",83326,"2020-08-03",168125,"Pending"
"hoCNQ5gpCA","Multi Family",1,3,"N","Y",2.862,1072,"Elizabeth","New Jersey",7216,2100,"2021-01-09",431508,"2020-03-21",82700,"Sold"
"LWPaG7VVb7","Multi Family",3,4,"Y","Y",2.247,1603,"Elizabeth","New Jersey",7215,26500,"2021-01-22",233805,"2020-08-10",333876,"Pending"
"X8I8RDLrNV","Multi Family",3,1,"Y","N",9.588,1644,"Atlantic City","New Jersey",8402,6500,"2020-01-22",411892,"2020-06-12",271445,"Pending"
"UktCvLQZun","Single Family",1,3,"N","Y",1.196,1929,"Atlantic City","New Jersey",8405,45600,"2020-12-26",417139,"2020-06-29",492522,"Sold"
"iyFBYRNIQc","Multi Family",5,1,"N","N",1.409,870,"Elizabeth","New Jersey",7208,6890,"2020-04-27",455090,"2020-07-22",90527,"Pending"
"bGj9362uRX","Single Family",4,0,"N","N",0.929,2236,"Atlantic City","New Jersey",8405,45600,"2020-12-01",259748,"2020-02-10",130521,"Pending"
"66z3Qfj5kP","Single Family",4,0,"Y","N",4.013,2309,"Atlantic City","New Jersey",8405,45600,"2020-09-03",428657,"2020-08-27",189545,"Pending"
"fBLIj34k4z","Multi Family",2,3,"N","N",1.061,629,"Atlantic City","New Jersey",8405,45600,"2020-08-24",14624,"2020-09-26",488586,"Sold"
"mqemmSA28n","Land",3,0,"Y","N",2.972,1714,"Atlantic City","New Jersey",8402,6500,"2020-11-05",372266,"2020-07-29",466969,"Sold"
"ab67xvd45a","Single Family",3,2,"Y","Y",0.12,930,"Hammonton","New Jersey",8037,23729,"2020-01-09",210000,"2020-04-05",22000,"Sold"
"v0aRA0CLFp","Single Family",2,3,"N","Y",3.341,2404,"Atlantic City","New Jersey",8405,45600,"2020-03-04",243946,"2020-06-03",166541,"Pending"
"94uv0k0D9C","Single Family",4,2,"Y","N",0.998,1465,"Elizabeth","New Jersey",7215,26500,"2020-04-27",76770,"2020-07-24",267899,"Sold"
"aoCC3sMUUY","Multi Family",4,0,"N","N",3.422,1540,"Atlantic City","New Jersey",8404,8900,"2020-10-10",125256,"2020-07-09",75440,"Sold"
"o9MJsf2LjW","Multi Family",5,0,"Y","N",6.265,184,"Elizabeth","New Jersey",7216,2100,"2020-08-30",396911,"2020-08-07",92100,"Pending"
"qYX95D8XsO","Multi Family",4,0,"N","N",3.148,148,"Atlantic City","New Jersey",8404,8900,"2020-08-20",477023,"2020-05-09",492052,"Sold"
"ytnSBiIG5i","Land",3,1,"N","N",6.387,2074,"Elizabeth","New Jersey",7215,26500,"2020-04-28",169023,"2020-11-10",414773,"Sold"
"xd6OARiO4a","Land",3,2,"Y","Y",5.963,2351,"Atlantic City","New Jersey",8404,8900,"2020-08-24",289211,"2020-05-23",280403,"Sold"
"0QfNMQst4M","Single Family",4,1,"N","N",1.405,1458,"Elizabeth","New Jersey",7215,26500,"2020-10-15",152153,"2020-05-05",66264,"Pending"
"0y7W3LARbm","Single Family",4,2,"N","Y",1.624,1595,"Atlantic City","New Jersey",8404,8900,"2021-01-07",86435,"2020-05-10",387522,"Pending"
"njT2dOKJsB","Land",0,2,"Y","N",2.106,2954,"Elizabeth","New Jersey",7216,2100,"2020-08-08",167850,"2021-01-03",85364,"Pending"
"PEYq7eXI2p","Single Family",1,3,"Y","N",6.331,1541,"Elizabeth","New Jersey",7208,6890,"2020-08-13",256413,"2020-09-17",140996,"Pending"
"aU5kzY64AX","Multi Family",5,3,"N","N",2.088,2915,"Atlantic City","New Jersey",8402,6500,"2020-07-29",437048,"2020-09-13",128756,"Sold"
"A1vxSGRgtS","Single Family",1,4,"N","N",3.271,1767,"Hammonton","New Jersey",8037,23729,"2020-07-28",384745,"2020-07-12",141705,"Pending"
"zeB0TPYpc0","Single Family",5,1,"N","N",1.666,2795,"Hammonton","New Jersey",8037,23729,"2020-03-10",91805,"2020-08-17",378767,"Pending"
"Dtsg1yC8aF","Single Family",3,0,"Y","N",0.116,795,"Elizabeth","New Jersey",7215,26500,"2020-09-08",166177,"2020-04-22",432603,"Sold"
"xbouNhg7gs","Single Family",2,4,"Y","N",6.457,1529,"Elizabeth","New Jersey",7215,26500,"2020-06-24",124402,"2020-02-13",383141,"Pending"
"ACfZ7p4k7t","Single Family",0,0,"Y","N",7.087,910,"Elizabeth","New Jersey",7216,2100,"2020-01-28",403007,"2020-01-10",31978,"Sold"
"PVtde8m13J","Multi Family",2,2,"Y","N",2.078,1316,"Atlantic City","New Jersey",8405,45600,"2020-05-25",271589,"2020-01-01",131401,"Sold"
"SozbJDUbBo","Multi Family",2,0,"Y","N",2.537,734,"Atlantic City","New Jersey",8404,8900,"2021-01-17",337513,"2020-11-18",241564,"Pending"
"xRNE7iGqE4","Land",4,2,"Y","N",8.745,790,"Atlantic City","New Jersey",8404,8900,"2020-04-10",394166,"2020-02-25",63679,"Pending"
"bMvLuy5XGb","Multi Family",5,1,"N","Y",2.751,2226,"Elizabeth","New Jersey",7216,2100,"2020-06-18",474545,"2020-05-08",187886,"Pending"
"AJxjfUW2Ma","Land",5,4,"Y","Y",7.675,1524,"Atlantic City","New Jersey",8405,45600,"2020-10-21",414351,"2020-09-06",460707,"Sold"
"KNLy6z1jdA","Multi Family",3,0,"Y","Y",9.394,753,"Elizabeth","New Jersey",7216,2100,"2020-08-14",116637,"2020-04-19",376829,"Pending"
"dAjR3PxKgA","Multi Family",1,0,"Y","Y",0.696,794,"Basking Ridge","New Jersey",7920,7000,"2020-05-29",277008,"2020-07-04",224070,"Sold"
"8c7J9ElbXF","Multi Family",0,2,"Y","Y",1.021,1158,"Hudson County","New Jersey",7305,12700,"2020-06-22",364167,"2020-04-25",115411,"Pending"
"1e2zUZiHQq","Single Family",4,1,"Y","N",7.024,2865,"Atlantic City","New Jersey",8402,6500,"2020-07-08",23131,"2020-03-05",311983,"Sold"
"hzcAeDIfxK","Single Family",5,3,"N","N",7.703,2071,"Atlantic City","New Jersey",8404,8900,"2020-01-30",240223,"2020-09-23",376205,"Sold"
"qtkZBv1JQW","Single Family",0,4,"N","N",8.036,1161,"Atlantic City","New Jersey",8405,45600,"2020-03-16",41832,"2020-10-23",326759,"Sold"
"iTL7UzAE7l","Multi Family",4,2,"N","N",1.914,1291,"Elizabeth","New Jersey",7208,6890,"2020-02-28",481158,"2021-01-01",396034,"Pending"
"9YmNcbAMdz","Land",5,3,"N","Y",2.831,374,"Elizabeth","New Jersey",7215,26500,"2020-02-20",460512,"2020-05-08",313993,"Pending"
"HIIs0oXMdX","Multi Family",4,2,"Y","N",2.53,403,"Elizabeth","New Jersey",7216,2100,"2020-05-30",71930,"2020-05-04",469238,"Pending"
"DmXTjonU93","Single Family",1,1,"N","Y",9.138,125,"Elizabeth","New Jersey",7208,6890,"2020-10-18",451505,"2020-07-26",217702,"Pending"
"PPyEr6IqZz","Multi Family",3,1,"Y","Y",7.979,904,"Atlantic City","New Jersey",8405,45600,"2020-12-01",109240,"2020-09-17",125086,"Sold"
"v0aRA0CLFp","Single Family",2,3,"N","Y",3.341,2404,"Atlantic City","New Jersey",8404,8900,"2020-03-04",243946,"2020-06-03",166541,"Pending"
"lFqhmBs8r5","Single Family",2,1,"N","Y",8.385,2531,"Hudson County","New Jersey",7305,12700,"2020-07-16",83568,"2020-11-17",15254,"Sold"
"aASQEgAHGY","Land",2,3,"N","N",7.157,2425,"Elizabeth","New Jersey",7216,2100,"2020-10-10",168077,"2020-04-08",75388,"Pending"
"X6vQm8qFJf","Single Family",4,1,"N","N",8.927,555,"Atlantic City","New Jersey",8405,45600,"2020-08-07",183903,"2020-01-04",164083,"Pending"
"YEa7prL9ku","Land",4,3,"Y","N",9.977,1725,"Elizabeth","New Jersey",7215,26500,"2020-08-22",89894,"2020-11-25",319933,"Sold"
"yOR9hWmR9R","Multi Family",0,0,"Y","Y",6.243,739,"Elizabeth","New Jersey",7216,2100,"2020-10-23",346454,"2020-11-04",379578,"Pending"
"3cVvUKT4Te","Land",2,4,"N","Y",0.303,2504,"Elizabeth","New Jersey",7216,2100,"2020-02-22",367132,"2020-06-13",37397,"Pending"
"HV4DcIncbZ","Land",1,0,"Y","Y",6.553,1192,"Atlantic City","New Jersey",8404,8900,"2020-04-17",25330,"2020-03-17",364503,"Pending"
"CqiOPJpWkU","Multi Family",1,4,"Y","N",9.804,2721,"Elizabeth","New Jersey",7215,26500,"2020-02-26",344957,"2021-01-21",426061,"Pending"
"aYRKQLKvs5","Multi Family",1,2,"Y","Y",3.798,1140,"Hammonton","New Jersey",8037,23729,"2020-06-15",475660,"2020-08-29",70705,"Sold"
"ZYapTqOqPK","Land",3,3,"Y","Y",3.216,537,"Elizabeth","New Jersey",7208,6890,"2020-06-05",64823,"2020-05-25",242711,"Pending"
"CJQ7vMwjam","Land",0,1,"N","Y",3.87,662,"Elizabeth","New Jersey",7215,26500,"2020-07-05",241320,"2020-07-15",331084,"Sold"
"j3ysgctKH2","Multi Family",1,2,"N","Y",9.32,2284,"Elizabeth","New Jersey",7216,2100,"2020-06-19",162667,"2020-08-18",339090,"Pending"
"rBQfXazR2W","Land",5,1,"Y","N",9.27,2658,"Elizabeth","New Jersey",7216,2100,"2020-08-04",125955,"2020-07-04",451686,"Sold"
"geRPlll9ai","Multi Family",2,4,"N","N",5.713,2796,"Elizabeth","New Jersey",7208,6890,"2020-02-20",113933,"2020-05-18",131246,"Pending"
"rBQfXazR2W","Land",5,1,"Y","N",9.27,2658,"Elizabeth","New Jersey",7215,26500,"2020-08-04",125955,"2020-07-04",451686,"Sold"
"DT5YGBtvKG","Multi Family",0,4,"Y","N",8.249,2366,"Elizabeth","New Jersey",7216,2100,"2020-12-03",243418,"2020-08-09",352608,"Sold"
"8x7OtFJUKs","Multi Family",3,3,"Y","N",6.213,566,"Elizabeth","New Jersey",7216,2100,"2020-02-26",352004,"2020-08-09",280650,"Sold"
"aLXYuxomkl","Land",5,3,"N","N",1.606,1598,"Elizabeth","New Jersey",7216,2100,"2020-09-09",130689,"2020-01-28",436310,"Pending"
"pU2BwWVQHD","Single Family",1,0,"Y","N",6.465,2253,"Atlantic City","New Jersey",8402,6500,"2020-12-26",318654,"2020-11-21",457470,"Pending"
"ni8kQpBlI7","Land",0,0,"N","N",1.1,1200,"Hammonton","New Jersey",8037,23729,"2021-03-05",31000,"2021-03-05",32000,"Pending"
"gpZkB4ZyUl","Multi Family",0,4,"N","N",3.452,488,"Elizabeth","New Jersey",7215,26500,"2020-10-14",497324,"2020-01-28",373268,"Pending"
"55SRP4ANg3","Land",3,0,"Y","N",9.386,2660,"Elizabeth","New Jersey",7208,6890,"2020-06-10",470558,"2020-11-26",77271,"Pending"
"LKLwsSFtRE","Multi Family",4,1,"Y","Y",4.582,459,"Elizabeth","New Jersey",7215,26500,"2020-12-06",166983,"2020-05-14",124914,"Sold"
"bWESCdZ50U","Land",1,2,"N","Y",5.623,1836,"Atlantic City","New Jersey",8404,8900,"2020-01-07",173134,"2020-03-24",79124,"Sold"
"AkR3DAwS7e","Multi Family",1,3,"Y","N",0.079,1021,"Atlantic City","New Jersey",8402,6500,"2020-02-23",211581,"2020-02-14",310518,"Pending"
"h2QSvfoNoY","Land",3,4,"Y","N",1.944,2603,"Elizabeth","New Jersey",7215,26500,"2020-09-06",25748,"2020-03-05",72077,"Pending"
"HaiV7tvToh","Land",4,3,"N","N",4.738,1731,"Elizabeth","New Jersey",7208,6890,"2020-07-11",353760,"2020-07-03",144854,"Sold"
"NwlornMoZG","Land",5,3,"Y","Y",4.358,2057,"Atlantic City","New Jersey",8402,6500,"2020-06-25",55395,"2020-11-12",396573,"Sold"
"GUDc9UDhBU","Multi Family",5,1,"Y","N",4.322,570,"Atlantic City","New Jersey",8402,6500,"2020-08-10",146850,"2020-10-09",55898,"Pending"
"rsVY3UuozU","Multi Family",0,1,"Y","N",5.981,2011,"Elizabeth","New Jersey",7216,2100,"2020-05-23",407974,"2020-02-16",397939,"Pending"
"1cUaGLh98R","Multi Family",5,2,"Y","N",3.875,1318,"Atlantic City","New Jersey",8405,45600,"2020-09-28",369786,"2020-09-24",327969,"Pending"
"SM2CoyxQGL","Land",1,0,"Y","Y",2.253,1971,"Atlantic City","New Jersey",8405,45600,"2020-05-11",269529,"2020-07-04",336481,"Sold"
"NptW8vRQYr","Land",4,1,"Y","N",9.413,2656,"Elizabeth","New Jersey",7216,2100,"2020-04-08",375778,"2020-07-29",139942,"Pending"
"aVQmW1UOqq","Multi Family",2,2,"Y","Y",3.439,1836,"Atlantic City","New Jersey",8405,45600,"2020-05-03",457307,"2020-01-10",93662,"Pending"
"xd6OARiO4a","Land",3,2,"Y","Y",5.963,2351,"Atlantic City","New Jersey",8405,45600,"2020-08-24",289211,"2020-05-23",280403,"Sold"
"RlHpjKa1W0","Single Family",5,3,"Y","Y",2.425,2998,"Atlantic City","New Jersey",8404,8900,"2020-08-08",452602,"2020-04-28",33246,"Sold"
"CDgLWnESGx","Single Family",5,2,"Y","Y",8.335,1580,"Elizabeth","New Jersey",7208,6890,"2020-04-20",183979,"2021-01-17",181732,"Pending"
"EK5ennlxow","Multi Family",3,0,"Y","Y",9.786,1675,"Elizabeth","New Jersey",7208,6890,"2020-04-09",226514,"2020-06-03",240512,"Pending"
"0MSthRdnuw","Land",2,2,"Y","N",1.086,2090,"Elizabeth","New Jersey",7215,26500,"2020-04-19",371166,"2020-08-01",256600,"Sold"
"nbBzVcXJdY","Multi Family",3,4,"N","Y",8.227,2861,"Atlantic City","New Jersey",8402,6500,"2020-07-22",136070,"2020-10-01",462010,"Pending"
"IiBtUAg1RE","Single Family",4,4,"Y","N",5.585,2987,"Elizabeth","New Jersey",7215,26500,"2020-08-09",333914,"2020-02-12",475855,"Sold"
"OIBY9D1lez","Single Family",0,4,"N","Y",0.182,976,"Elizabeth","New Jersey",7216,2100,"2020-11-29",322442,"2020-02-11",245383,"Sold"
"WRTVQfgfkl","Single Family",0,0,"Y","N",1.599,630,"Hudson County","New Jersey",7305,12700,"2020-02-20",241585,"2020-03-26",357212,"Pending"
"DKpjZPQr3T","Land",5,2,"Y","Y",9.671,1303,"Elizabeth","New Jersey",7208,6890,"2020-10-01",44956,"2020-11-07",290808,"Pending"
"iqwbuGsKmM","Multi Family",2,1,"N","N",3.948,617,"Atlantic City","New Jersey",8404,8900,"2020-03-05",216210,"2020-11-15",371752,"Pending"
"5y7qWgE9PA","Land",5,3,"Y","N",6.512,2620,"Atlantic City","New Jersey",8404,8900,"2021-01-21",79632,"2020-09-29",53438,"Pending"
"HJL4qQOmKE","Multi Family",2,2,"Y","Y",0.204,288,"Atlantic City","New Jersey",8402,6500,"2020-07-20",226700,"2020-06-26",381055,"Pending"
"dk0XVSaxwK","Multi Family",3,2,"N","Y",5.873,1182,"Elizabeth","New Jersey",7208,6890,"2020-02-05",119242,"2020-05-12",415041,"Sold"
"9admyqEI8L","Multi Family",2,3,"Y","N",1.804,2915,"Atlantic City","New Jersey",8404,8900,"2020-02-24",132624,"2020-08-15",332958,"Sold"
"ytnSBiIG5i","Land",3,1,"N","N",6.387,2074,"Elizabeth","New Jersey",7208,6890,"2020-04-28",169023,"2020-11-10",414773,"Sold"
"66z3Qfj5kP","Single Family",4,0,"Y","N",4.013,2309,"Atlantic City","New Jersey",8404,8900,"2020-09-03",428657,"2020-08-27",189545,"Pending"
"3nLJCAhTPV","Multi Family",4,4,"Y","Y",8.407,862,"Elizabeth","New Jersey",7216,2100,"2020-06-02",107490,"2020-06-25",476175,"Sold"
"c1Ivy0wHTo","Single Family",1,1,"Y","N",2.112,873,"Atlantic City","New Jersey",8405,45600,"2020-10-23",454004,"2020-01-22",387835,"Sold"
"MbxB41hfYS","Land",1,3,"N","Y",2,738,"Basking Ridge","New Jersey",7920,7000,"2020-03-18",111736,"2020-12-24",280615,"Sold"
"qKVQp74oHX","Land",0,4,"N","Y",0.409,1001,"Atlantic City","New Jersey",8402,6500,"2020-10-07",354606,"2020-08-03",343965,"Pending"
"NapcFT8EBZ","Land",5,1,"Y","N",7.922,1683,"Atlantic City","New Jersey",8404,8900,"2020-08-20",312010,"2020-11-29",322274,"Sold"
"Dtsg1yC8aF","Single Family",3,0,"Y","N",0.116,795,"Elizabeth","New Jersey",7208,6890,"2020-09-08",166177,"2020-04-22",432603,"Sold"
"j3ysgctKH2","Multi Family",1,2,"N","Y",9.32,2284,"Elizabeth","New Jersey",7215,26500,"2020-06-19",162667,"2020-08-18",339090,"Pending"
"PNH6cTnOq2","Multi Family",4,4,"N","N",5.689,1869,"Atlantic City","New Jersey",8404,8900,"2020-07-26",121009,"2020-12-07",141952,"Pending"
"L3xWRV6BXP","Multi Family",5,1,"N","N",2.57,1781,"Hammonton","New Jersey",8037,23729,"2020-08-02",434588,"2020-05-12",308663,"Pending"
"nSS0Cp8H6z","Single Family",5,3,"N","Y",6.169,2480,"Hudson County","New Jersey",7305,12700,"2020-12-23",69169,"2020-12-12",386172,"Pending"
"ybgpsxKvBZ","Land",4,1,"Y","Y",6.103,225,"Hudson County","New Jersey",7305,12700,"2020-09-28",335405,"2021-01-08",81865,"Sold"
"ZYapTqOqPK","Land",3,3,"Y","Y",3.216,537,"Elizabeth","New Jersey",7216,2100,"2020-06-05",64823,"2020-05-25",242711,"Pending"
"9rzfO0ZUDU","Single Family",3,4,"Y","N",6.677,1069,"Elizabeth","New Jersey",7208,6890,"2020-04-25",251328,"2020-01-31",496247,"Sold"
"Id5I3xtmcO","Land",4,0,"N","Y",4.656,1444,"Elizabeth","New Jersey",7216,2100,"2020-07-23",450319,"2020-12-09",50675,"Pending"
"McPtXffGvE","Single Family",0,3,"Y","Y",0.298,1002,"Atlantic City","New Jersey",8402,6500,"2020-11-06",452524,"2020-08-02",302810,"Pending"
"bMvLuy5XGb","Multi Family",5,1,"N","Y",2.751,2226,"Elizabeth","New Jersey",7208,6890,"2020-06-18",474545,"2020-05-08",187886,"Pending"
"AIugfodIn0","Land",3,3,"N","N",4.725,2482,"Elizabeth","New Jersey",7215,26500,"2020-12-05",283430,"2020-10-14",413043,"Pending"
"Az4Mx1wx0a","Single Family",1,2,"N","N",4.372,182,"Elizabeth","New Jersey",7215,26500,"2020-11-11",266907,"2020-10-06",469916,"Pending"
"a2Xz83Jjkf","Land",3,0,"Y","N",9.006,126,"Elizabeth","New Jersey",7208,6890,"2020-04-03",412599,"2020-08-24",256388,"Pending"
"KOF3Vadbt6","Single Family",0,2,"Y","Y",2.16,563,"Atlantic City","New Jersey",8405,45600,"2020-11-08",112395,"2020-10-04",246068,"Pending"
"yLf8Yo4tW5","Land",5,0,"N","N",1.696,911,"Atlantic City","New Jersey",8402,6500,"2020-03-13",39881,"2020-12-30",360089,"Pending"
"J2B1KrOZOj","Land",0,0,"N","Y",3.699,2157,"Elizabeth","New Jersey",7216,2100,"2020-08-12",353287,"2020-03-02",226468,"Sold"
"qG1aSgNxfP","Single Family",4,0,"Y","N",9.533,2065,"Elizabeth","New Jersey",7216,2100,"2020-01-09",315827,"2020-02-12",328291,"Pending"
"PFJ1fwv5L5","Single Family",3,3,"Y","Y",4.898,1667,"Elizabeth","New Jersey",7215,26500,"2020-05-01",39435,"2020-05-31",116557,"Pending"
"awsyKqpDVT","Land",5,2,"N","N",1.59,547,"Elizabeth","New Jersey",7216,2100,"2020-03-26",90663,"2020-12-09",459871,"Pending"
"v0aRA0CLFp","Single Family",2,3,"N","Y",3.341,2404,"Atlantic City","New Jersey",8402,6500,"2020-03-04",243946,"2020-06-03",166541,"Pending"
"NeJdTBuYHs","Multi Family",1,1,"N","N",8.775,416,"Hudson County","New Jersey",7305,12700,"2020-07-28",380300,"2020-05-31",266824,"Sold"
"9admyqEI8L","Multi Family",2,3,"Y","N",1.804,2915,"Atlantic City","New Jersey",8402,6500,"2020-02-24",132624,"2020-08-15",332958,"Sold"
"akAfNjl6yK","Land",3,0,"N","N",3.525,1339,"Atlantic City","New Jersey",8402,6500,"2020-06-03",389781,"2020-07-15",231352,"Sold"
"wH5Mr10Z6G","Single Family",0,1,"N","N",8.495,2959,"Atlantic City","New Jersey",8402,6500,"2020-11-27",100647,"2021-01-26",180523,"Pending"
"AGChGMuPS8","Multi Family",4,2,"Y","Y",2.216,1798,"Atlantic City","New Jersey",8405,45600,"2020-09-21",375013,"2020-09-08",240008,"Pending"
"2eHm1yuWIL","Land",0,1,"Y","N",4.778,842,"Elizabeth","New Jersey",7216,2100,"2020-12-20",235194,"2020-11-19",453582,"Pending"
"55SRP4ANg3","Land",3,0,"Y","N",9.386,2660,"Elizabeth","New Jersey",7215,26500,"2020-06-10",470558,"2020-11-26",77271,"Pending"
"zfQ5u9Fmk7","Land",3,0,"Y","N",2.552,2938,"Elizabeth","New Jersey",7215,26500,"2020-07-26",47944,"2020-06-06",159487,"Pending"
"qG1aSgNxfP","Single Family",4,0,"Y","N",9.533,2065,"Elizabeth","New Jersey",7215,26500,"2020-01-09",315827,"2020-02-12",328291,"Pending"
"bOkNRxJoHc","Single Family",3,1,"N","N",9.675,1984,"Atlantic City","New Jersey",8402,6500,"2020-07-30",81656,"2020-07-28",107108,"Pending"
"ej50sIj59O","Multi Family",1,1,"Y","Y",3.788,1497,"Atlantic City","New Jersey",8405,45600,"2020-11-20",374024,"2020-10-11",488795,"Sold"
"bxjiGhIrSW","Land",0,2,"N","N",0.09,1382,"Elizabeth","New Jersey",7208,6890,"2020-01-05",324962,"2020-06-23",120935,"Pending"
"pYPlHkvkm7","Multi Family",1,4,"Y","N",4.959,1354,"Hammonton","New Jersey",8037,23729,"2020-10-20",17078,"2020-08-29",296908,"Sold"
"JtpcW2kos8","Land",3,4,"Y","Y",6.183,2196,"Atlantic City","New Jersey",8405,45600,"2020-09-24",406431,"2020-09-14",195668,"Sold"
"HV4DcIncbZ","Land",1,0,"Y","Y",6.553,1192,"Atlantic City","New Jersey",8402,6500,"2020-04-17",25330,"2020-03-17",364503,"Pending"
"qINovu7Xej","Land",1,0,"N","Y",3.322,2677,"Hudson County","New Jersey",7305,12700,"2020-11-22",297407,"2021-01-11",391664,"Pending"
"YubSESQrpS","Multi Family",1,2,"Y","N",2.858,2647,"Elizabeth","New Jersey",7208,6890,"2020-11-21",480689,"2020-08-20",95779,"Sold"
"bOlJY6zGMg","Multi Family",4,2,"Y","N",2.489,1027,"Elizabeth","New Jersey",7216,2100,"2020-10-17",56855,"2020-04-20",61494,"Sold"
"lQmTeiIYA9","Multi Family",1,1,"N","Y",9.335,2150,"Atlantic City","New Jersey",8405,45600,"2020-11-05",289006,"2020-05-03",229992,"Pending"
"08wNoarwIa","Single Family",5,4,"N","Y",4.473,585,"Atlantic City","New Jersey",8402,6500,"2021-01-03",101486,"2020-02-09",37339,"Pending"
"tOkKy19D5h","Land",1,0,"N","N",2.116,1700,"Elizabeth","New Jersey",7208,6890,"2020-09-04",45113,"2020-04-06",432220,"Pending"
"5zOi7N266u","Land",4,2,"Y","N",3.399,533,"Atlantic City","New Jersey",8405,45600,"2020-06-25",144180,"2020-02-13",388708,"Pending"
"zVpilASR8h","Multi Family",4,1,"N","N",0.177,285,"Elizabeth","New Jersey",7215,26500,"2020-10-06",381540,"2020-05-18",11915,"Sold"
"i0Czci60mq","Multi Family",3,3,"N","Y",5.428,984,"Elizabeth","New Jersey",7215,26500,"2020-08-01",74086,"2020-02-20",283727,"Sold"
"rBQfXazR2W","Land",5,1,"Y","N",9.27,2658,"Elizabeth","New Jersey",7208,6890,"2020-08-04",125955,"2020-07-04",451686,"Sold"
"1bNt8gh0IP","Land",5,0,"N","Y",1.208,1452,"Atlantic City","New Jersey",8405,45600,"2020-08-17",439305,"2020-09-07",342196,"Sold"
"YOtxAGomkJ","Land",0,0,"N","Y",5.369,2123,"Hammonton","New Jersey",8037,23729,"2020-09-20",207514,"2020-08-01",217137,"Pending"
"QQzSVuy5dO","Single Family",5,2,"N","N",9.262,2482,"Elizabeth","New Jersey",7208,6890,"2020-11-25",422676,"2020-02-07",280537,"Sold"
"ubuIc4DDi2","Single Family",0,2,"N","N",4.277,2422,"Hudson County","New Jersey",7305,12700,"2020-09-25",140934,"2020-11-29",472801,"Pending"
"HsGX7MpYFP","Multi Family",1,2,"N","N",2.973,469,"Elizabeth","New Jersey",7215,26500,"2020-11-14",110389,"2021-01-30",268207,"Pending"
"xIJm9cTRAv","Single Family",2,2,"N","N",1.646,1927,"Hudson County","New Jersey",7305,12700,"2021-01-23",249924,"2020-09-09",255978,"Sold"
"HGFmoZkAU5","Multi Family",4,4,"N","N",1.349,753,"Hammonton","New Jersey",8037,23729,"2020-03-14",145836,"2020-11-16",212105,"Sold"
"LrbHvL1iaU","Multi Family",1,4,"N","Y",1.625,2433,"Elizabeth","New Jersey",7216,2100,"2020-07-15",166890,"2020-01-27",251790,"Pending"
"J3r607Z2Qz","Land",1,3,"Y","N",9.526,1895,"Atlantic City","New Jersey",8405,45600,"2020-08-13",287128,"2020-07-04",313770,"Pending"
"dk0XVSaxwK","Multi Family",3,2,"N","Y",5.873,1182,"Elizabeth","New Jersey",7216,2100,"2020-02-05",119242,"2020-05-12",415041,"Sold"
